,blank,objectid,seating_interest,restaurant_name,legal_business_name,dba,building_number,street,borough,postcode,business_address,time_of_submission,latitude,longitude,nta
299,2540,2572,sidewalk,La Sirene UWS,Ain Jupiter LLC,La Sirene UWS,416,Amsterdam Ave,Manhattan,10024,"416 Amsterdam Ave, Manhattan, NY",06/20/2020,40.783731,-73.977912,Upper West Side
300,2543,2575,both,Tiki Chick,"Tiki Chicki, LLC",Tiki Chick,517,Amsterdam Avenue,Manhattan,10024,"517 Amsterdam Avenue, Manhattan, NY",06/20/2020,40.786854,-73.97561,Upper West Side
301,2544,2576,sidewalk,Taureau La Sirene,Phil3po LLC,Taureau La Sirene,558,Broome St,Manhattan,10013,"558 Broome St, Manhattan, NY",06/20/2020,40.724392,-74.005845,SoHo-TriBeCa-Civic Center-Little Italy
302,2558,2590,roadway,Cafe Lalo,Cafe Lalo Inc.,Cafe Lalo,201,West 83rd street,Manhattan,10024,"201 West 83rd street, Manhattan, NY",06/20/2020,40.785839,-73.97666100000002,Upper West Side
303,2559,2591,both,Philippe,Philippe NYC I LLC,Philippe,33,E 60th Street,Manhattan,10022,"33 E 60th Street, Manhattan, NY",06/20/2020,40.764102,-73.97066600000001,Upper East Side-Carnegie Hill
304,2563,2595,both,Ivy Lane,116 E. 60 LLC,Ivy Lane,116,E 60th Street,Manhattan,10022,"116 E 60th Street, Manhattan, NY",06/20/2020,40.763203999999995,-73.96856899999999,Upper East Side-Carnegie Hill
305,2568,2600,both,Maison Pickle,"The Pickle People, LLC","The Pickle People, LLC",2315,Broadway,Manhattan,10024,"2315 Broadway, Manhattan, NY",06/20/2020,40.786902000000005,-73.97770799999999,Upper West Side
306,2579,2611,both,The Original Benito One,St. Jude Enterprises,The Original Benito One,174,Mulberry Street,Manhattan,10013,"174 Mulberry Street, Manhattan, NY",06/20/2020,40.720245,-73.996926,SoHo-TriBeCa-Civic Center-Little Italy
307,2593,2625,sidewalk,Amaze,Amaze43corp,Amaze,694,3rd Avenue,Manhattan,10017,"694 3rd Avenue , Manhattan, NY",06/20/2020,40.751856,-73.973667,Turtle Bay-East Midtown
308,2599,2631,both,Agora Turkish Restaurant Inc,Agora Turkish Restaurant Inc,Agora Turkish Restaurant Inc,1565,Second Avenue,Manhattan,10028,"1565 Second Avenue, Manhattan, NY",06/20/2020,40.774853,-73.953959,Yorkville
309,2604,2636,roadway,Mimi's Restaurant,Mimi's Restaurant Inc.,Mimi's Restaurant Inc.,984,2 avenue,Manhattan,10022,"984 2 avenue, Manhattan, NY",06/20/2020,40.756223999999996,-73.967529,Turtle Bay-East Midtown
310,2606,2638,roadway,Dylan Murphy's,82nd street cafe inc,Dylan Murphy's,1453,1453 3rd ave,Manhattan,10028,"1453 1453 3rd ave, Manhattan, NY",06/20/2020,,,
311,2629,2661,both,Ala Turk Inc,Ala Turk Inc,A La Turka,1417,2nd Avenue,Manhattan,10021,"1417  2nd Avenue, Manhattan, NY",06/20/2020,40.76998,-73.95751800000001,Lenox Hill-Roosevelt Island
312,2631,2663,sidewalk,Angeletto Restaurant,Angeletto 2nd Ave INC,Angeletto Restaurant,890,2nd Avenue,Manhattan,10017,"890 2nd Avenue, Manhattan, NY",06/20/2020,40.753252,-73.969689,Turtle Bay-East Midtown
313,2632,2664,roadway,Amsterdam Ale House,Amsterdam Ale House Inc.,Amsterdam Ale House,340,Amsterdam Avenue,Manhattan,10024,"340  Amsterdam Avenue, Manhattan, NY",06/20/2020,40.781248,-73.979721,Upper West Side
314,2648,2680,sidewalk,Sofia wine bar,Sofia wine bar inc,Sofia wine bar inc,242,East 50 th Street,Manhattan,10022,"242  East 50 th Street, Manhattan, NY",06/20/2020,,,
315,2657,2689,both,Locanda Verde,Greenwich Hotel Restaurant LLC,Claudia Hernandez,377,Greenwich St,Manhattan,10013,"377 Greenwich St, Manhattan, NY",06/20/2020,40.719783,-74.010227,SoHo-TriBeCa-Civic Center-Little Italy
316,2664,2696,both,Greek Eats,1229 LLC,Greek Eats,1229,1st Avenue,Manhattan,10065,"1229  1st Avenue , Manhattan, NY",06/20/2020,40.764236,-73.958616,Lenox Hill-Roosevelt Island
317,2667,2699,both,Ammos Estiatorio,Ammos NYC LLC,Ammos Estiatorio,52,Vanderbilt Ave,Manhattan,10017,"52  Vanderbilt Ave, Manhattan, NY",06/20/2020,40.754036,-73.977214,Midtown-Midtown South
318,2709,2741,both,Lime House,Eleven food & beverage inc,Eleven food & beverage inc,11,Avenue of the Americas,Manhattan,10013,"11 Avenue of the Americas , Manhattan, NY",06/21/2020,40.719322,-74.005191,SoHo-TriBeCa-Civic Center-Little Italy
319,2712,2744,both,David Burke Tavern,Tavern 62 LLC,David Burke Tavern,135,East 62nd street,Manhattan,10065,"135 East 62nd street, Manhattan, NY",06/21/2020,40.764255,-73.967146,Upper East Side-Carnegie Hill
320,2717,2749,sidewalk,Ny Jumbo Bagels,Ny Jumbo Bagels,Ny Jumbo Bagels,1070,2nd ave,Manhattan,10022,"1070 2nd ave, Manhattan, NY",06/21/2020,40.758846999999996,-73.965615,Turtle Bay-East Midtown
321,2723,2755,both,DUE,Taro rest inc,Taro rest inc,1396,3rd avenue,Manhattan,10075,"1396 3rd avenue, Manhattan, NY",06/21/2020,40.774569,-73.9571,Upper East Side-Carnegie Hill
322,2725,2757,sidewalk,Lusardi's,Luma restaurant inc,Luma restaurant inc,1494,2nd ave,Manhattan,10075,"1494 2nd ave, Manhattan, NY",06/21/2020,40.772513000000004,-73.955646,Lenox Hill-Roosevelt Island
323,2728,2760,sidewalk,Adoro Lei,Adoro Lei LLC,Adoro Lei LLC,287,Hudson Street,Manhattan,10013,"287  Hudson Street, Manhattan, NY",06/21/2020,40.725446000000005,-74.007638,SoHo-TriBeCa-Civic Center-Little Italy
324,2756,2788,roadway,Tonii's Fresh Rice Noodle,Tonii Bakery Inc,Tonii's Fresh Rice Noodle,83,Bayard street,Manhattan,10013,"83 Bayard street, Manhattan, NY",06/21/2020,40.715754,-73.998871,Chinatown
325,2764,2796,sidewalk,Ko sushi,Great Lakes N.Y. N.Y. inc,Ko sushi,1329,Second avenue,Manhattan,10021,"1329  Second avenue, Manhattan, NY",06/21/2020,40.767593,-73.959263,Lenox Hill-Roosevelt Island
326,2769,2801,roadway,Smith & Mills,No Moore Oysters LLC,Smith & Mills,71,N. Moore,Manhattan,10013,"71  N. Moore, Manhattan, NY",06/21/2020,,,
327,2779,2811,both,Momokawa,Beautemps inc,Momokawa,1466,1st Ave,Manhattan,10075,"1466  1st Ave, Manhattan, NY",06/21/2020,40.770593,-73.953951,Lenox Hill-Roosevelt Island
328,2780,2812,both,Max Restaurant,WB CAFE INC.,WB CAFE INC.,134,West Broadway,Manhattan,10013,"134 West Broadway, Manhattan, NY",06/21/2020,40.716767,-74.00825400000001,SoHo-TriBeCa-Civic Center-Little Italy
329,2800,2832,sidewalk,Ciccio,G Chew LLC,G Chew LLC,190,6th Avenue,Manhattan,10013,"190 6th Avenue, Manhattan, NY",06/21/2020,40.726415,-74.003651,SoHo-TriBeCa-Civic Center-Little Italy
330,2822,2854,sidewalk,Tal bagels,Tal Bagels,Tal Bagels,975-979,1st ave,Manhattan,10022,"975-979 1st ave , Manhattan, NY",06/21/2020,40.756097,-73.964548,Turtle Bay-East Midtown
331,2823,2855,sidewalk,peak thai,peak thai inc.,peak thai inc.,301,east 49,Manhattan,10017,"301  east 49, Manhattan, NY",06/21/2020,,,
332,2824,2856,both,Holy Ground,Yves LLC,Holy Ground,112,Reade St.,Manhattan,10013,"112 Reade St. , Manhattan, NY",06/21/2020,40.715934999999995,-74.008625,SoHo-TriBeCa-Civic Center-Little Italy
333,2831,2863,both,lan larb soho,fueng fu inc,Lan larb soho,227,centre street,Manhattan,10013,"227  centre street , Manhattan, NY",06/21/2020,40.719947999999995,-73.998402,SoHo-TriBeCa-Civic Center-Little Italy
334,2838,2870,both,Mac 1 Food & Beverage LLC,Mac 1 Food & Beverage LLC,Holy Ground,109,W Broadway,Manhattan,10013,"109 W Broadway , Manhattan, NY",06/21/2020,40.716097,-74.008748,SoHo-TriBeCa-Civic Center-Little Italy
335,2863,2895,sidewalk,aahar indina cuisine,vidhan bhatt inc.,vidhan bhatt inc.,10,murray street,Manhattan,10007,"10  murray street, Manhattan, NY",06/21/2020,40.713297999999995,-74.007773,SoHo-TriBeCa-Civic Center-Little Italy
336,2872,2904,both,Shigure,Bflat Inc.,Shigure,277,Church,Manhattan,10013,"277 Church, Manhattan, NY",06/21/2020,,,
337,2883,2915,both,Estancia 460,Tecton Cafe Inc,Tecton Cafe Inc,460,Greenwich Street,Manhattan,10013,"460 Greenwich Street , Manhattan, NY",06/21/2020,40.723735999999995,-74.00949200000001,SoHo-TriBeCa-Civic Center-Little Italy
338,2924,2956,roadway,AMARANTH,ENTERPRISE RESTAURANT  LLC,AMARANTH,21 EAST,62nd STREET,Manhattan,10065,"21 EAST 62nd STREET, Manhattan, NY",06/21/2020,40.76562,-73.97038,Upper East Side-Carnegie Hill
339,2925,2957,both,Palace restaurant,Crosstown diner Corp,Crosstown diner Corp,122,E 57 str,Manhattan,10022,"122 E 57 str, Manhattan, NY",06/21/2020,40.761171000000004,-73.969736,Turtle Bay-East Midtown
340,2927,2959,both,Nancy Whiskey Pub,Nancy Whiskey Inc.,Nancy Whiskey Pub,1,Lispenard St,Manhattan,10013,"1 Lispenard St, Manhattan, NY",06/21/2020,40.720546999999996,-74.005011,SoHo-TriBeCa-Civic Center-Little Italy
341,2931,2963,both,Owls Tail,NY Owl Cafe 75llc,Owls Tail,215,west 75 st,Manhattan,10023,"215  west 75 st, Manhattan, NY",06/21/2020,40.780817,-73.98079399999999,Upper West Side
342,2936,2968,both,Cafe82,P and C restaurants group of Manhattan,P and C restaurants group of Manhattan,2282,Broadway,Manhattan,10024,"2282 Broadway , Manhattan, NY",06/21/2020,40.785965999999995,-73.978388,Upper West Side
343,2938,2970,both,Saluggi's,325 Church St Company LLC,Saluggi's,325,Church St,Manhattan,10013,"325 Church St, Manhattan, NY",06/21/2020,40.720203999999995,-74.003777,SoHo-TriBeCa-Civic Center-Little Italy
344,2967,2999,both,Ophelia,Beekman Rooftop LLC,Ophelia,3,Mitchell Place,Manhattan,10017,"3 Mitchell Place, Manhattan, NY",06/21/2020,40.753232000000004,-73.966227,Turtle Bay-East Midtown
345,2972,3004,sidewalk,The Greats of Craft,"Operation Craft I, LLC",The Greats of Craft,983,1st Avenue,Manhattan,10022,"983  1st Avenue, Manhattan, NY",06/21/2020,40.756291999999995,-73.964403,Turtle Bay-East Midtown
346,2976,3008,both,Brady's Bar and Grill,Lough Duff Rest Inc.,Lough Duff Rest Inc.,1583,2nd Avenue,Manhattan,10028,"1583 2nd Avenue, Manhattan, NY",06/21/2020,40.775441,-73.953532,Yorkville
347,2985,3017,both,PJ bernstein,Somich deil inc/ P.J Bernstein,P.J Bernstein,1215,3rd ave,Manhattan,10021,"1215 3rd ave, Manhattan, NY",06/21/2020,40.76862,-73.961404,Lenox Hill-Roosevelt Island
348,3006,3038,sidewalk,The Five Lamps,Fingal LLC,The Five Lamps,1586,York Avenue,Manhattan,10028,"1586 York Avenue, Manhattan, NY",06/21/2020,40.774346,-73.948265,Yorkville
349,3008,3040,both,Bettola,Bettola NYC Corp,Bettola NYC Corp,412,Amsterdam Avenue,Manhattan,10024,"412  Amsterdam Avenue, Manhattan, NY",06/21/2020,40.783635,-73.97798,Upper West Side
350,3012,3044,both,Oki poke Raman,Oki poke Raman inc,Oki poke Raman inc,135,East 45Th st,Manhattan,10017,"135  East 45Th st , Manhattan, NY",06/21/2020,40.753209000000005,-73.974251,Turtle Bay-East Midtown
351,3014,3046,sidewalk,Neils Coffee Shop,Tihi Restaurant Corp,Neils Coffee Shop,961,Lexington Avenue,Manhattan,10021,"961 Lexington Avenue, Manhattan, NY",06/21/2020,40.769016,-73.963219,Upper East Side-Carnegie Hill
352,3025,3057,sidewalk,One Lenox,IROM LLC,IROM LLC,1113,1st Avenue,Manhattan,10065,"1113 1st Avenue, Manhattan, NY",06/21/2020,40.760957,-73.961007,Lenox Hill-Roosevelt Island
353,3033,3065,both,Aahar,vidhan bhatt inc,vidhan bhatt inc,10,murray street,Manhattan,10007,"10  murray street, Manhattan, NY",06/21/2020,40.713297999999995,-74.007773,SoHo-TriBeCa-Civic Center-Little Italy
354,3035,3067,sidewalk,Wolfgang's Steakhouse,WOLF AT TRIBECA,Wolfgang's Steakhouse,409,Greenwich Street,Manhattan,10013,"409  Greenwich Street, Manhattan, NY",06/21/2020,40.721213,-74.009961,SoHo-TriBeCa-Civic Center-Little Italy
355,3087,3119,sidewalk,Landmark Coffee Shop,T.K and junior Restaurant Inc.,T.K and junior Restaurant Inc.,158,Grand,Manhattan,10013,"158 Grand, Manhattan, NY",06/21/2020,,,
356,3108,3140,both,Gallo Nero,VV&V Brothers 623 Corp,Gallo Nero,181,Duane Street,Manhattan,10013,"181 Duane Street, Manhattan, NY",06/21/2020,40.717412,-74.010176,SoHo-TriBeCa-Civic Center-Little Italy
357,3109,3141,both,Wolfgang's Steakhouse,Wolf At Tribeca Inc,Wolfgang's Steakhouse,409,Greenwich Street,Manhattan,10013,"409  Greenwich Street, Manhattan, NY",06/21/2020,40.721213,-74.009961,SoHo-TriBeCa-Civic Center-Little Italy
358,3124,3156,both,The Perfect Pint,203 East 45th Restaurant Inc,The Perfect Pint,203E,45th st,Manhattan,10017,"203E 45th st, Manhattan, NY",06/21/2020,40.752545,-73.972674,Turtle Bay-East Midtown
359,3130,3162,both,Casa Bella,IL COMMENDATORE RESTAURANT INC,CASA BELLA RESTAURANT,127,Mulberry Street,Manhattan,10013,"127 Mulberry Street, Manhattan, NY",06/21/2020,40.718002,-73.998038,SoHo-TriBeCa-Civic Center-Little Italy
360,3137,3169,both,Poulette rotisserie,Nessfood 304 LLC,Nessfood 304 LLC,304 east,49th street,Manhattan,10017,"304 east  49th street, Manhattan, NY",06/21/2020,40.754064,-73.968562,Turtle Bay-East Midtown
361,3145,3177,both,Maison Bangkok,Three Spoons LLC,Maison Bangkok,355,E78,Manhattan,10075,"355  E78, Manhattan, NY",06/21/2020,,,
362,3168,3200,sidewalk,Heidelberg Restaurant,Old Heidelberg Corp,Heidelberg Restaurant,1648,Second ave,Manhattan,10028,"1648 Second ave, Manhattan, NY",06/22/2020,40.777504,-73.952,Yorkville
363,3175,3207,both,Osteria Cotta,513 Columbus llc,Bar Cotta,513,Columbus Ave,Manhattan,10024,"513 Columbus Ave, Manhattan, NY",06/22/2020,40.785608,-73.97280500000001,Upper West Side
364,3201,3233,both,Lucky cat,Hinomaru Ramen LLC,Lucky cat,232,53rd Street,Manhattan,10022,"232 53rd Street , Manhattan, NY",06/22/2020,,,
365,3213,3245,both,GINO'S PIZZERIA RESTAURANT,NONNA ROSA PIZZA INC,GINO'S PIZZERIA RESTAURANT,345,E 83 ST,Manhattan,10028,"345 E 83 ST, Manhattan, NY",06/22/2020,40.77547,-73.952063,Yorkville
366,3216,3248,both,GINO'S PIZZERIA RESTAURANT,NONNA ROSA PIZZA INC,NONNA ROSA PIZZA INC,345,E 83 ST,Manhattan,10028,"345 E 83 ST, Manhattan, NY",06/22/2020,40.77547,-73.952063,Yorkville
367,3219,3251,both,GINO'S PIZZA,VCM HOSPITALITY GROUP INC,GINO'S PIZZA,345,E 83 ST,Manhattan,10028,"345 E 83 ST, Manhattan, NY",06/22/2020,40.77547,-73.952063,Yorkville
368,3220,3252,both,Meijin Ramen,Meijin Ramen Inc,Meijin Ramen,1574,2nd Avenue,Manhattan,10028,"1574 2nd Avenue, Manhattan, NY",06/22/2020,40.775043,-73.953796,Yorkville
369,3225,3257,sidewalk,La Crosta,436melbra inc,Lacrosta,436,eats 72 street,Manhattan,10021,"436 eats 72 street, Manhattan, NY",06/22/2020,,,
370,3243,3275,sidewalk,Spice,Spice Corner 236 INC.,Spice,1479,1st Ave,Manhattan,10075,"1479  1st Ave, Manhattan, NY",06/22/2020,40.771122999999996,-73.95359,Lenox Hill-Roosevelt Island
371,3244,3276,both,LE BILBOQUET,LE BILBOQUET NY LLC,LE BILBOQUET,20,E 60 ST,Manhattan,10022,"20 E 60 ST, Manhattan, NY",06/22/2020,40.764102,-73.970709,Upper East Side-Carnegie Hill
372,3254,3286,both,CAFE BILBOQUET,26 EAST 60TH STREET HOSPITALITY LLC,CAFE BILBOQUET,26,E 60 ST,Manhattan,10022,"26 E 60 ST, Manhattan, NY",06/22/2020,40.764069,-73.97063,Upper East Side-Carnegie Hill
373,3259,3291,both,La Villetta,Jonilu llc,Jonilu llc,399,East 52 Street,Manhattan,10022,"399 East 52 Street, Manhattan, NY",06/22/2020,40.754988,-73.964887,Turtle Bay-East Midtown
374,3260,3292,both,Workshop,Noble Grains NYC LLC,Workshop,1415,2nd Avenue,Manhattan,10021,"1415  2nd Avenue, Manhattan, NY",06/22/2020,40.769931,-73.957554,Lenox Hill-Roosevelt Island
375,3274,3306,sidewalk,Luna Rossa,347East85Partners LLC,347East85Partners LLC,347,347 East 85 Street 347 East 85 Street,Manhattan,10028,"347  347 East 85 Street 347 East 85 Street, Manhattan, NY",06/22/2020,,,
376,3276,3308,both,La Mercerie,Center for Goods LLC,La Mercerie Restaurant,53,Howard,Manhattan,10013,"53 Howard, Manhattan, NY",06/22/2020,,,
377,3298,3330,sidewalk,Tomiz,Tomiz Inc,Tomiz,18,E 41st Street,Manhattan,10017,"18 E 41st Street, Manhattan, NY",06/22/2020,40.752417,-73.980448,Murray Hill-Kips Bay
378,3305,3337,both,LE CHARLOT,THIERRY INC.,THIERRY INC.,19 EAST,69TH STREET,Manhattan,10021,"19 EAST  69TH STREET, Manhattan, NY",06/22/2020,40.769758,-73.966616,Upper East Side-Carnegie Hill
379,3314,3346,both,Buona notte,Buona notte inc,Buona notte,120,Mulberry st,Manhattan,10013,"120 Mulberry st, Manhattan, NY",06/22/2020,40.717785,-73.998149,SoHo-TriBeCa-Civic Center-Little Italy
380,3330,3362,both,Gotan,Gotan Tribeca LLC,Gotan,130,Franklin St,Manhattan,10013,"130  Franklin St, Manhattan, NY",06/22/2020,40.71913,-74.006861,SoHo-TriBeCa-Civic Center-Little Italy
381,3337,3369,sidewalk,Blooms Tavern,MMW Cafe LLC,Blooms Tavern,208,East 58th Street,Manhattan,10022,"208 East 58th Street , Manhattan, NY",06/22/2020,40.760689,-73.966505,Turtle Bay-East Midtown
382,3341,3373,both,Mrs An Thai,Mrs An Thai Inc,Mrs An Thai Inc,173,East 99th Street,Manhattan,10013,"173 East 99th Street, Manhattan, NY",06/22/2020,40.787488,-73.948764,East Harlem South
383,3345,3377,sidewalk,"San Pietro Restaurant, Inc","San Pietro Restaurant, Inc",NONE,18,E 54TH ST,Manhattan,10022,"18 E 54TH ST, Manhattan, NY",06/22/2020,40.760711,-73.974609,Midtown-Midtown South
384,3347,3379,sidewalk,Spice,357 Hospitality INC,Spice,435,Amsterdam Ave,Manhattan,10024,"435 Amsterdam Ave , Manhattan, NY",06/22/2020,40.784278,-73.977489,Upper West Side
385,3348,3380,sidewalk,PIl pil Spanish tapas,Pil Pil spanish tapas inc,Pil Pil spanish tapas inc,265 east,78 street,Manhattan,10075,"265 east 78 street, Manhattan, NY",06/22/2020,40.773035,-73.95642600000001,Lenox Hill-Roosevelt Island
386,3355,3387,both,217 W85 LLC,217 W85 LLC,ELEA,217,W 85TH STREET,Manhattan,10024,"217 W 85TH STREET, Manhattan, NY",06/22/2020,40.787304999999996,-73.976202,Upper West Side
387,3360,3393,both,The Stumble Inn,"MBRP, Rest. Inc",The Stumble Inn,1454,2nd Ave,Manhattan,10021,"1454 2nd Ave, Manhattan, NY",06/22/2020,40.771289,-73.956539,Lenox Hill-Roosevelt Island
388,3361,3394,both,TROQUET,ACT VENTURES LLC,ACT VENTURES LLC,155,GRAND STREET,Brooklyn,10013,"155 GRAND STREET, Brooklyn, NY",06/22/2020,40.714754,-73.96188599999999,North Side-South Side
389,3376,3409,both,Nectar Restaurant Corp,Nectar Restaurant Corp,Nectar,1090,Madison Avenue,Manhattan,10028,"1090  Madison Avenue, Manhattan, NY",06/22/2020,40.778135999999996,-73.960813,Upper East Side-Carnegie Hill
390,3381,3414,sidewalk,Beyond Sushi,BS1429 LLC,Beyond Sushi,1429,3rd Avenue,Manhattan,10028,"1429  3rd Avenue, Manhattan, NY",06/22/2020,40.775420000000004,-73.956453,Yorkville
391,3392,3425,both,The Ship,Marie Adrienne LLC,The Ship,158,Lafayette Street,Manhattan,10013,"158 Lafayette Street, Manhattan, NY",06/22/2020,40.719772999999996,-73.999325,SoHo-TriBeCa-Civic Center-Little Italy
392,3397,3430,both,Serena’s Wine Bar,1268 2nd Ave LLC,1268 2nd Ave LLC,301,1268 2nd ave,Manhattan,10065,"301 1268 2nd ave , Manhattan, NY",06/22/2020,,,
393,3404,3437,both,FIVE MILE STONE,COLIEMORE INC,FIVE MILE STONE,1640,2ND AVE,Manhattan,10028,"1640 2ND AVE, Manhattan, NY",06/22/2020,40.777293,-73.952155,Yorkville
394,3410,3443,sidewalk,Juan Valdez Cafe,NFCGC Cafe LLC,NFCGC Cafe LLC,140,East 57 Street,Manhattan,10022,"140 East 57 Street, Manhattan, NY",06/22/2020,40.760791999999995,-73.968826,Turtle Bay-East Midtown
395,3414,3447,both,TROQUET,ACT VENTURES LLC,TROQUET,155,GRAND STREET,Manhattan,10013,"155 GRAND STREET, Manhattan, NY",06/22/2020,40.719962,-73.99891099999999,SoHo-TriBeCa-Civic Center-Little Italy
396,3415,3448,roadway,Crave Fishbar,Midtown Hospitality LLC,Crave Fishbar,945,2nd avenue,Manhattan,10022,"945 2nd avenue, Manhattan, NY",06/22/2020,40.755025,-73.968428,Turtle Bay-East Midtown
397,3422,3455,both,FIVE MILE STONE,COLIEMORE INC,FIVE MILE STONE,1640,2ND AVE,Manhattan,10028,"1640 2ND AVE, Manhattan, NY",06/22/2020,40.777293,-73.952155,Yorkville
398,3423,3456,both,Luna,Ristorante Luna INC,Luna Restaurant,115,Mulberry Street,Manhattan,10013,"115 Mulberry Street, Manhattan, NY",06/22/2020,40.717684000000006,-73.998236,SoHo-TriBeCa-Civic Center-Little Italy
399,3424,3457,both,KKANDD of 79th Street Restaurant Corp,KKANDD of 79th Street Restaurant Corp,Nectar Cafe,1022,Madison Avenue,Manhattan,10075,"1022 Madison Avenue, Manhattan, NY",06/22/2020,40.776004,-73.962367,Upper East Side-Carnegie Hill
400,3429,3462,both,Harvest Kitchen,72nd & Columbus Restaurant LLC,72nd & Columbus Restaurant LLC,269,Columbus Ave,Manhattan,10023,"269  Columbus Ave, Manhattan, NY",06/22/2020,40.777778000000005,-73.97851700000001,Lincoln Square
401,3435,3468,both,GREEN 84 LLC,GREEN 84 LLC,GREEN KITCHEN,1619,2ND AVENUE,Brooklyn,10028,"1619 2ND AVENUE, Brooklyn, NY",06/22/2020,,,
402,3436,3469,both,barbuto,barbuto,barbuto,113,Horatio Street,Manhattan,10024,"113 Horatio Street, Manhattan, NY",06/22/2020,40.73875,-74.00922299999999,West Village
403,3439,3472,both,KKANDD of 79th Street Restaurant Corp,KKANDD of 79th Street Restaurant Corp,Nectar Cafe,20-22,East 79 Street,Manhattan,10075,"20-22  East 79 Street, Manhattan, NY",06/22/2020,40.776588000000004,-73.96277099999999,Upper East Side-Carnegie Hill
404,3447,3480,both,GREEN 84 LLC,GREEN 84 LLC,GREEN KITCHEN,1619,2ND AVE,Manhattan,10028,"1619 2ND AVE, Manhattan, NY",06/22/2020,40.776662,-73.95264300000001,Yorkville
405,3449,3482,both,Gilligan's,Soho Grand Hotel Inc,Soho Grand Hotel Inc,310,west broadway,Manhattan,10013,"310 west broadway, Manhattan, NY",06/22/2020,40.721713,-74.004347,SoHo-TriBeCa-Civic Center-Little Italy
406,3452,3485,sidewalk,Stout Grand Central,"Stout III, Inc.",Stout Grand Central,60 east,41st street,Manhattan,10017,"60 east 41st street, Manhattan, NY",06/22/2020,40.75184,-73.97909200000001,Murray Hill-Kips Bay
407,3455,3488,both,IL Mulino Uptown,Wonderful Restaurants LLC,IL Mulino Uptown,37,60th Street,Manhattan,10022,"37 60th Street, Manhattan, NY",06/22/2020,,,
408,3461,3494,both,Soho Diner,320 West Broadway Diner Corp.,320 West Broadway Diner Corp.,320,west broadway,Manhattan,10013,"320 west broadway, Manhattan, NY",06/22/2020,40.721914,-74.004178,SoHo-TriBeCa-Civic Center-Little Italy
409,3472,3505,both,Zia Maria Little Italy,Zia Maria Little Italy inc.,Zia Maria Little Italy inc.,138,Mulberry,Manhattan,10013,"138 Mulberry, Manhattan, NY",06/22/2020,,,
410,3475,3508,both,768 Mad Restaurant LLC,768 Mad Restaurant LLC,Bar Italia,768,Madison Avenue,Manhattan,10065,"768 Madison Avenue, Manhattan, NY",06/22/2020,40.767832,-73.968328,Upper East Side-Carnegie Hill
411,3483,3516,both,The Shadmoor,Shadmoor LLC,Shadmoor LLC,1066,2nd Ave,Manhattan,10022,"1066  2nd Ave , Manhattan, NY",06/22/2020,40.758728999999995,-73.965701,Turtle Bay-East Midtown
412,3486,3519,both,Terminus Restaurant Associates LLC,Terminus Restaurant Associates LLC,Orsay,1057,Lexington Avenue,Manhattan,10021,"1057 Lexington Avenue, Manhattan, NY",06/22/2020,40.772465000000004,-73.960705,Upper East Side-Carnegie Hill
413,3491,3524,both,Toad Hall,57 Grand Street Cafe Corp,57 Grand Street Cafe Corp,57,Grand,Manhattan,10013,"57 Grand, Manhattan, NY",06/22/2020,,,
414,3493,3526,both,Restaurant Marc Forgione,FORGE Restaurant LLC,Restaurant Marc Forgione,134,Reade Street,Manhattan,10013,"134 Reade Street, Manhattan, NY",06/22/2020,40.716398999999996,-74.00965,SoHo-TriBeCa-Civic Center-Little Italy
415,3503,3537,both,Gelso & Grand,161 Mulberry Restaurant LLC,161 Mulberry Restaurant LLC,161,Mulberry Street,Manhattan,10013,"161 Mulberry Street, Manhattan, NY",06/22/2020,40.719671000000005,-73.997175,SoHo-TriBeCa-Civic Center-Little Italy
416,3513,3548,both,Brad's Burgers and BBQ,BarJer Corporation,Brad's Burgers and BBQ,522,Columbus Ave,Manhattan,10024,"522 Columbus Ave, Manhattan, NY",06/22/2020,40.785964,-73.972566,Upper West Side
417,3521,3556,both,big nick's,Gyro 71 LLC,Gyro 71 LLC,70,west 71,Manhattan,10023,"70 west 71, Manhattan, NY",06/22/2020,,,
