restaurant_name,legal_business_name,dba,building_number,street,borough,postcode,business_address,time_of_submission,latitude,longitude,income_level
Flame,Flame West 1 INC,Flame West 1 INC,100,West 82,Manhattan,10024,"100 West 82, Manhattan, NY",6/19/2020,,,high_income
pasha turkish restaurant,pasha inc,pasha turkish restaurant,70 west,71st street,Manhattan,10023,"70 west 71st street , Manhattan, NY",6/19/2020,40.776414,-73.978568,high_income
Carmines,Alicart,Alicart,2450,broadway,Manhattan,10024,"2450 broadway , Manhattan, NY",6/19/2020,40.791174,-73.974309,high_income
Cornerstone Tavern,Elevated Entertainment Restaurants LLC,Elevated Entertainment Restaurants LLC Cornerstone Tavern,961,2nd Ave,Manhattan,10022,"961  2nd Ave, Manhattan, NY",6/19/2020,40.755414,-73.968147,high_income
Hi-Life Bar & Grill,83/Amsterdam Restaurant Corp.,Hi-Life Bar & Grill,477,Amsterdam Avenue,Manhattan,10024,"477 Amsterdam Avenue, Manhattan, NY",6/19/2020,40.785592,-73.976535,high_income
Le Moulin a Cafe,"Sequoia Tree, LLC",Le Moulin a Cafe,1439,York Avenue,Manhattan,10075,"1439 York Avenue, Manhattan, NY",6/19/2020,40.769706,-73.951677,high_income
Maman Nomad,Maman Nomad LLC,Maman Nomad LLC,22W.,25th Street,Manhattan,10013,"22W. 25th Street, Manhattan, NY",6/19/2020,40.743366,-73.989964,high_income
Pizza Petes,Pizza Pete's LLC,Pizza Petes,528,Columbus Ave,Manhattan,10024,"528 Columbus Ave, Manhattan, NY",6/19/2020,40.786124,-73.972451,high_income
The Odeon,"The Odeon, Inc",The Odeon,143-145,West Broadway,Manhattan,10013,"143-145  West Broadway, Manhattan, NY",6/19/2020,40.716945,-74.008088,high_income
PuTawn Local Thai Kitchen,KUMRAIMARC LLC,PUTAWN,1584,1st. Ave.,Manhattan,10028,"1584 1st. Ave. , Manhattan, NY",6/19/2020,40.774531,-73.951074,high_income
Tiny's & The Bar Upstairs,135 West B Food & Drink LLC,135 West B Food & Drink LLC,135,West Broadway,Manhattan,10013,"135  West Broadway , Manhattan, NY",6/19/2020,40.716759,-74.008232,high_income
The Dead Poet,"Gumbull, LLC",The Dead Poet,450,Amsterdam Ave,Manhattan,10024,"450 Amsterdam Ave, Manhattan, NY",6/19/2020,40.784859,-73.977092,high_income
LAND THAI KITCHEN,MEE TUNG LLC,LAND THAI KITCHEN,450,AMSTERDAM AVE,Manhattan,10024,"450  AMSTERDAM AVE, Manhattan, NY",6/19/2020,40.784859,-73.977092,high_income
Kaffe 1668,Kaffe 2 Inc.,Kaffe 1668,401,Greenwich Street,Manhattan,10013,"401 Greenwich Street, Manhattan, NY",6/19/2020,40.720931,-74.010022,high_income
Tomiño Taberna Gallega,TominoLLC,Tomiño Taberna Gallega,192,Grand Street,Manhattan,10013,"192 Grand Street, Manhattan, NY",6/19/2020,40.719243,-73.997027,high_income
Tony's DiNapoli,64th & 3rd Enterprises LLC,Tony's DiNapoli,1081,3rd Avenue,Manhattan,10065,"1081 3rd Avenue, Manhattan, NY",6/19/2020,40.764389,-73.9645,high_income
Maman,Sugar Beets Inc.,Maman,237-239,Centre Street,Manhattan,10013,"237-239 Centre Street, Manhattan, NY",6/19/2020,40.720151,-73.998232,high_income
SUTTON CAFE RESTAURANT,JASEM RESTAURANT INC,SUTTON CAFE,1026,FIRST AVENUE,Manhattan,10022,"1026 FIRST AVENUE, Manhattan, NY",6/19/2020,40.757782,-73.963294,high_income
3 Guys Restaurant,Zanimad food corp,3 guys restaurant,960,Madison ave,Manhattan,10021,"960 Madison ave, Manhattan, NY",6/19/2020,40.773981,-73.963841,high_income
Antonucci Cafe,"Virgilia Cafe, Inc",Antonucci Cafe,168-70,E 81st St,Manhattan,10028,"168-70 E 81st St, Manhattan, NY",6/19/2020,40.775911,-73.957092,high_income
Grotta Azzurra,"Grotta Azzurra Inn, Inc.","Grotta Azzurra Inn, Inc.",177,Mulberry Street,Manhattan,10013,"177   Mulberry Street, Manhattan, NY",6/19/2020,40.72033,-73.996916,high_income
eats,mjaj food corp,eats,1055,LEXINGTON AVE,Manhattan,10021,"1055 LEXINGTON AVE, Manhattan, NY",6/19/2020,40.772273,-73.960846,high_income
Mudville 9,Captain Mike's Seafood Restaurant,Mudville 9,126,Chambers Street,Manhattan,10007,"126 Chambers Street, Manhattan, NY",6/19/2020,40.715307,-74.008791,high_income
